"","X","DIST","SCHL","Gr07_Stu","Gr7PctIn","Gr7PctNotIn","Year","schoolname"
"655",525,64733,1,120," 50.8","49.2",2011,"District Students in NPS      "
"656",535,64733,6017297,34," 47.1","52.9",2011,"Glen Alta Elementary          "
"657",545,64733,6017917,53," 37.7","62.3",2011,"Logan Street Elementary       "
"658",555,64733,6018865,13," 23.1","76.9",2011,"Lull (Fred E.) Special Ed. Cen"
"659",565,64733,6019475,132," 47.0","53",2011,"Thirty-Second St. Perf. Arts  "
"660",575,64733,6019632,67," 34.3","65.7",2011,"Utah Street Elementary        "
"661",585,64733,6057855,373," 50.9","49.1",2011,"Adams (John) Middle           "
"662",595,64733,6057871,322," 48.1","51.9",2011,"Bancroft (H.H.) Middle        "
"663",605,64733,6057889,645," 42.8","57.2",2011,"Belvedere Middle              "
"664",618,64733,6057897,381," 47.0","53",2011,"Burbank (Luther) Middle       "
"665",625,64733,6057905,259," 46.3","53.7",2011,"Byrd (Richard E.) Middle      "
"666",635,64733,6057913,366," 48.9","51.1",2011,"Carnegie (Andrew) Middle      "
"667",645,64733,6058077,265," 55.1","44.9",2011,"Irving (Washington) Middl     "
"668",655,64733,6058085,606," 50.8","49.2",2011,"King Middle                   "
"669",665,64733,6058093,562," 59.1","40.9",2011,"Lawrence (Ernest) Middle      "
"670",675,64733,6058101,305," 33.8","66.2",2011,"Maclay (Charles) Middle       "
"671",685,64733,6058119,171," 33.3","66.7",2011,"Mann (Horace) Junior High     "
"672",695,64733,6058127,305," 46.9","53.1",2011,"Marina del Rey Middle         "
"673",705,64733,6058135,232," 45.7","54.3",2011,"Mark Twain Middle             "
"674",718,64733,6058143,611," 43.9","56.1",2011,"Bethune Middle                "
"675",725,64733,6058150,668," 67.5","32.5",2011,"Millikan Middle               "
"676",735,64733,6058168,369," 49.3","50.7",2011,"Mt. Gleason Middle            "
"677",745,64733,6058176,407," 33.4","66.6",2011,"Muir (John) Middle            "
"678",755,64733,6058184,531," 48.8","51.2",2011,"Mulholland Middle             "
"679",765,64733,6058192,381," 48.6","51.4",2011,"Nightingale Middle            "
"680",775,64733,6058382,244," 55.7","44.3",2011,"Wright (Orville) Middle       "
"681",785,64733,6057921,358," 40.8","59.2",2011,"Carver (G.W) Middle           "
"682",795,64733,6060586,14," 57.1","42.9",2011,"Salvin (Sophia T.) Special Ed."
"683",805,64733,6061394,238," 43.7","56.3",2011,"Audubon Middle                "
"684",818,64733,6061402,409," 47.7","52.3",2011,"Berendo Middle                "
"685",825,64733,6061410,670," 52.8","47.2",2011,"Burroughs (John) Middle       "
"686",835,64733,6061436,610," 52.0","48",2011,"Dodson (R.S.) Middle          "
"687",845,64733,6061444,608," 42.9","57.1",2011,"Edison (Thomas A.) Middle     "
"688",855,64733,6061451,411," 44.3","55.7",2011,"Foshay Lrng. Ctr              "
"689",865,64733,6061568,417," 61.6","38.4",2011,"Woodland Hills Academy        "
"690",875,64733,6061576,622," 44.7","55.3",2011,"Peary (Robert E.) Middle      "
"691",885,64733,6061584,614," 60.3","39.7",2011,"De Portola Middle             "
"692",894,64733,6061600,421," 38.5","61.5",2011,"Sun Valley Middle             "
"693",905,64733,114199,439," 40.1","59.9",2011,"John H. Liechty Middle        "
"694",916,64733,124529,125," 39.2","60.8",2011,NA
"695",924,64733,122408,154," 42.2","57.8",2011,NA
"696",935,64733,112060,79," 68.4","31.6",2011,"Hesby Oaks                    "
"697",945,64733,1932847,243," 60.9","39.1",2011,"Center for Enriched Studies   "
"698",955,64733,124453,100," 36.0","64",2011,NA
"699",965,64733,121095,70," 47.1","52.9",2011,NA
"700",975,64733,6057947,267," 41.9","58.1",2011,"Columbus Middle               "
"701",985,64733,6057954,568," 52.5","47.5",2011,"Dana (Richard Henry) Midd     "
"702",995,64733,6057962,496," 41.5","58.5",2011,"Drew (Charles) Middle         "
"703",1005,64733,6057988,273," 56.8","43.2",2011,"Emerson (Ralph Waldo) Middle  "
"704",1016,64733,6058044,357," 35.6","64.4",2011,"Harte (Bret) Preparatory Int. "
"705",1025,64733,6058051,566," 40.8","59.2",2011,"Hollenbeck Middle             "
"706",1035,64733,6058200,268," 48.9","51.1",2011,"Northridge Middle             "
"707",1045,64733,6058218,538," 42.6","57.4",2011,"Pacoima Middle                "
"708",1055,64733,6058226,601," 58.6","41.4",2011,"Palms Middle                  "
"709",1065,64733,6058242,555," 56.6","43.4",2011,"Porter (George K.) Middle     "
"710",1075,64733,6058267,686," 71.4","28.6",2011,"Paul Revere Middle            "
"711",1085,64733,6058275,513," 58.9","41.1",2011,"Frost (Robert) Middle         "
"712",1095,64733,6058283,465," 44.7","55.3",2011,"San Fernando Middle           "
"713",1105,64733,6058069,543," 54.0","46",2011,"Holmes Middle                 "
"714",1118,64733,6061469,919," 42.9","57.1",2011,"Gage (Henry T.) Middle        "
"715",1125,64733,6061477,608," 68.6","31.4",2011,"Hale (George Ellery) Midd     "
"716",1135,64733,6061485,381," 54.1","45.9",2011,"Henry (Patrick) Middle        "
"717",1145,64733,6061501,348," 37.9","62.1",2011,"Le Conte (Joseph) Middle      "
"718",1155,64733,6061519,486," 47.3","52.7",2011,"Madison (James) Middle        "
"719",1165,64733,6061527,356," 40.7","59.3",2011,"Markham (Edwin) Middle        "
"720",1175,64733,6061535,383," 42.8","57.2",2011,"Johnnie Cochran, Jr., Middle  "
"721",1185,64733,6061543,803," 60.9","39.1",2011,"Nobel Middle                  "
"722",1195,64733,6061550,477," 43.4","56.6",2011,"Olive Vista Middle            "
"723",1204,64733,6057996,557," 52.4","47.6",2011,"Fleming (Alexander) Middl     "
"724",1217,64733,6062699,553," 56.4","43.6",2011,"Reed (Walter) Middle          "
"725",1224,64733,6066294,255," 45.9","54.1",2011,"Curtiss Middle                "
"726",1234,64733,6068431,599," 46.9","53.1",2011,"El Sereno Middle              "
"727",1244,64733,6069157,21," 38.1","61.9",2011,"Carlson (Berenece) Home Hospit"
"728",1253,64733,6058291,508," 49.6","50.4",2011,"Sepulveda Middle              "
"729",1264,64733,102764,1,"**",NA,2012,"Johnson Community Day         "
"730",1275,64733,114199,426," 37.8","62.2",2012,"John H. Liechty Middle        "
"731",1285,64733,124446,175," 50.9","49.1",2012,NA
"732",1295,64733,125971,142," 48.6","51.4",2012,NA
"733",1302,64733,1931054,77," 48.1","51.9",2012,"Westside Leadership Magnet    "
"734",1311,64733,6016141,57," 43.9","56.1",2012,"Brooklyn Avenue Elementary    "
"735",1322,64733,6019475,120," 42.5","57.5",2012,"Thirty-Second St. Perf. Arts  "
"736",1333,64733,6057855,306," 42.2","57.8",2012,"Adams (John) Middle           "
"737",1343,64733,6057871,352," 48.3","51.7",2012,"Bancroft (H.H.) Middle        "
"738",1353,64733,6057889,565," 45.0","55",2012,"Belvedere Middle              "
"739",1362,64733,6057897,416," 44.0","56",2012,"Burbank (Luther) Middle       "
"740",1373,64733,6057905,555," 38.2","61.8",2012,"Byrd (Richard E.) Middle      "
"741",1381,64733,6058226,540," 56.3","43.7",2012,"Palms Middle                  "
"742",1391,64733,6058242,576," 56.1","43.9",2012,"Porter (George K.) Middle     "
"743",140,64733,6058267,680," 64.0","36",2012,"Paul Revere Middle            "
"744",1411,64733,6058275,521," 55.1","44.9",2012,"Frost (Robert) Middle         "
"745",142,64733,6058283,327," 37.0","63",2012,"San Fernando Middle           "
"746",143,64733,6058291,546," 47.1","52.9",2012,"Sepulveda Middle              "
"747",144,64733,6058309,803," 48.3","51.7",2012,"South Gate Middle             "
"748",145,64733,6058317,652," 47.4","52.6",2012,"Stevenson Middle              "
"749",146,64733,6115794,585," 46.0","54",2012,"Los Angeles Academy           "
"750",147,64733,6118186,243," 46.1","53.9",2012,"Ellen Ochoa Learning Center   "
"751",148,64733,109322,4,"**",NA,2012,"Pacific Boulevard             "
"752",149,64733,117044,418," 46.9","53.1",2012,NA
"753",150,64733,121095,90," 54.4","45.6",2012,NA
"754",151,64733,122390,190," 44.2","55.8",2012,NA
"755",152,64733,122408,183," 42.1","57.9",2012,NA
"756",153,64733,122416,222," 31.5","68.5",2012,NA
"757",154,64733,126581,132," 58.3","41.7",2012,NA
"758",155,64733,126599,73," 47.9","52.1",2012,NA
"759",156,64733,126607,42," 54.8","45.2",2012,NA
"760",157,64733,1931658,24," 70.8","29.2",2012,"Lanterman (Frank D.)          "
"761",158,64733,1931716,56," 50.0","50",2012,"Valley Alternative Magnet     "
"762",159,64733,6016349,88," 52.3","47.7",2012,"Caroldale Learning Community  "
"763",160,64733,6017818,67," 56.7","43.3",2012,"Laurel Elementary             "
"764",1611,64733,6018865,27," 37.0","63",2012,"Lull (Fred E.) Special Ed. Cen"
"765",162,64733,6057913,245," 42.0","58",2012,"Carnegie (Andrew) Middle      "
"766",163,64733,6057921,349," 41.0","59",2012,"Carver (G.W) Middle           "
"767",164,64733,6057939,679," 46.4","53.6",2012,"Nimitz (Chester W.) Middle    "
"768",165,64733,6057947,281," 44.1","55.9",2012,"Columbus Middle               "
"769",166,64733,6057954,541," 52.5","47.5",2012,"Dana (Richard Henry) Midd     "
"770",167,64733,6057962,508," 34.1","65.9",2012,"Drew (Charles) Middle         "
"771",168,64733,6057988,227," 51.5","48.5",2012,"Emerson (Ralph Waldo) Middle  "
"772",169,64733,6057996,548," 44.5","55.5",2012,"Fleming (Alexander) Middl     "
"773",170,64733,6058002,389," 42.7","57.3",2012,"Fulton (Robert) College Prep  "
"774",1711,64733,6058028,278," 51.4","48.6",2012,"Gompers (Samuel) Middle       "
"775",172,64733,6058036,555," 42.2","57.8",2012,"Griffith Middle               "
"776",173,64733,6058044,311," 34.4","65.6",2012,"Harte (Bret) Preparatory Int. "
"777",174,64733,6058051,572," 44.2","55.8",2012,"Hollenbeck Middle             "
"778",175,64733,6058069,519," 53.6","46.4",2012,"Holmes Middle                 "
"779",176,64733,6058077,273," 45.4","54.6",2012,"Irving (Washington) Middl     "
"780",177,64733,6058325,435," 47.4","52.6",2012,"Sutter (John A.) Middle       "
"781",178,64733,6058333,447," 48.8","51.2",2012,"Van Nuys Middle               "
"782",179,64733,6058341,373," 46.1","53.9",2012,"Virgil Middle                 "
"783",180,64733,6058358,238," 50.8","49.2",2012,"Webster (Daniel) Middle       "
"784",1811,64733,6058366,636," 52.5","47.5",2012,"White (Stephen) Middle        "
"785",182,64733,6058374,536," 40.5","59.5",2012,"Wilmington Middle             "
"786",183,64733,6058382,217," 56.2","43.8",2012,"Wright (Orville) Middle       "
"787",184,64733,6060495,20," 40.0","60",2012,"Banneker (Benjamin) Special Ed"
"788",185,64733,6060503,13," 53.8","46.2",2012,"Willenberg (Ernest P.) Special"
"789",186,64733,6060511,13," 53.8","46.2",2012,"McBride (James J.) Special Ed."
"790",187,64733,6060529,15," 46.7","53.3",2012,"Marlton                       "
"791",188,64733,6060545,21," 61.9","38.1",2012,"Perez (Alphonso B.) Special Ed"
"792",189,64733,6061535,347," 36.9","63.1",2012,"Johnnie Cochran, Jr., Middle  "
"793",190,64733,6061543,834," 58.3","41.7",2012,"Nobel Middle                  "
"794",1911,64733,6061550,409," 49.6","50.4",2012,"Olive Vista Middle            "
"795",192,64733,6061568,403," 60.5","39.5",2012,"Woodland Hills Academy        "
"796",193,64733,6061576,531," 43.5","56.5",2012,"Peary (Robert E.) Middle      "
"797",194,64733,6061584,593," 57.2","42.8",2012,"De Portola Middle             "
"798",195,64733,6061600,339," 41.0","59",2012,"Sun Valley Middle             "
"799",196,64733,6062699,558," 62.7","37.3",2012,"Reed (Walter) Middle          "
"800",197,64733,101329,1,"**",NA,2012,"Cooper Community Day          "
"801",198,64733,106971,497," 38.8","61.2",2012,"Vista Middle                  "
"802",199,64733,106989,484," 48.1","51.9",2012,"Southeast Middle              "
"803",200,64733,107011,138," 43.5","56.5",2012,"International Studies Learning"
"804",2011,64733,119685,84," 34.5","65.5",2012,NA
"805",2021,64733,119693,58," 43.1","56.9",2012,NA
"806",203,64733,119701,181," 39.8","60.2",2012,NA
"807",204,64733,119735,259," 35.9","64.1",2012,NA
"808",205,64733,124453,163," 52.8","47.2",2012,NA
"809",206,64733,124529,99," 26.3","73.7",2012,NA
"810",207,64733,126458,182," 43.4","56.6",2012,NA
"811",208,64733,126466,179," 41.3","58.7",2012,NA
"812",209,64733,1933233,226," 61.9","38.1",2012,"Sherman Oaks Ctr.             "
"813",2101,64733,1996073,1,"**",NA,2012,"Tri-C Community Day           "
"814",2111,64733,1996115,45," 55.6","44.4",2012,"City of Angels (Ind. Study)   "
"815",2121,64733,1996651,21," 28.6","71.4",2012,"CDS Secondary                 "
"816",2131,64733,6017917,53," 17.0","83",2012,"Logan Street Elementary       "
"817",2141,64733,6019632,60," 53.3","46.7",2012,"Utah Street Elementary        "
"818",2151,64733,1,169," 31.4","68.6",2012,"District Students in NPS      "
"819",216,64733,109934,51," 51.0","49",2012,"Our Community Charter         "
"820",217,64733,112011,268," 36.9","63.1",2012,"William Jefferson Clinton Midd"
"821",218,64733,112060,71," 60.6","39.4",2012,"Hesby Oaks                    "
"822",219,64733,117895,155," 51.0","49",2012,NA
"823",220,64733,1932540,410," 59.0","41",2012,"Eagle Rock High               "
"824",2211,64733,1932847,238," 64.3","35.7",2012,"Center for Enriched Studies   "
"825",2221,64733,1932896,59," 45.8","54.2",2012,"Arroyo Seco                   "
"826",223,64733,1935717,2,"**",NA,2012,"Miller (Joaquin)              "
"827",224,64733,6016885,115," 55.7","44.3",2012,"Elizabeth Learn Ctr           "
"828",225,64733,6017297,25," 44.0","56",2012,"Glen Alta Elementary          "
"829",226,64733,6058085,568," 52.6","47.4",2012,"King Middle                   "
"830",227,64733,6058093,521," 58.7","41.3",2012,"Lawrence (Ernest) Middle      "
"831",228,64733,6058101,285," 43.9","56.1",2012,"Maclay (Charles) Middle       "
"832",229,64733,6058119,139," 41.7","58.3",2012,"Mann (Horace) Junior High     "
"833",230,64733,6058127,216," 53.2","46.8",2012,"Marina del Rey Middle         "
"834",2311,64733,6058135,232," 43.1","56.9",2012,"Mark Twain Middle             "
"835",2321,64733,6058143,659," 33.8","66.2",2012,"Bethune Middle                "
"836",233,64733,6058168,375," 50.4","49.6",2012,"Mt. Gleason Middle            "
"837",234,64733,6058176,341," 40.5","59.5",2012,"Muir (John) Middle            "
"838",235,64733,6058184,456," 46.1","53.9",2012,"Mulholland Middle             "
"839",236,64733,6058192,331," 42.9","57.1",2012,"Nightingale Middle            "
"840",237,64733,6058200,278," 46.0","54",2012,"Northridge Middle             "
"841",238,64733,6058218,535," 39.1","60.9",2012,"Pacoima Middle                "
"842",239,64733,6061394,252," 41.3","58.7",2012,"Audubon Middle                "
"843",240,64733,6061402,391," 41.7","58.3",2012,"Berendo Middle                "
"844",2411,64733,6061410,657," 49.6","50.4",2012,"Burroughs (John) Middle       "
"845",2421,64733,6061436,662," 51.5","48.5",2012,"Dodson (R.S.) Middle          "
"846",2431,64733,6061444,591," 38.7","61.3",2012,"Edison (Thomas A.) Middle     "
"847",2441,64733,6061451,362," 40.6","59.4",2012,"Foshay Lrng. Ctr              "
"848",245,64733,6061469,711," 39.7","60.3",2012,"Gage (Henry T.) Middle        "
"849",246,64733,6061477,637," 72.5","27.5",2012,"Hale (George Ellery) Midd     "
"850",247,64733,6061485,314," 52.5","47.5",2012,"Henry (Patrick) Middle        "
"851",248,64733,6061501,385," 41.0","59",2012,"Le Conte (Joseph) Middle      "
"852",249,64733,6061519,570," 44.2","55.8",2012,"Madison (James) Middle        "
"853",250,64733,6061527,369," 36.0","64",2012,"Markham (Edwin) Middle        "
"854",2511,64733,6066294,216," 47.2","52.8",2012,"Curtiss Middle                "
"855",2521,64733,6068431,530," 40.9","59.1",2012,"El Sereno Middle              "
"856",2531,64733,6069157,17," 52.9","47.1",2012,"Carlson (Berenece) Home Hospit"
"857",254,64733,6107064,216," 44.4","55.6",2012,"Pio Pico Elementary           "
"858",255,64733,1,163," 42.9","57.1",2013,"District Students in NPS      "
"859",256,64733,112011,297," 53.9","46.1",2013,"William Jefferson Clinton Midd"
"860",257,64733,122416,297," 44.8","55.2",2013,NA
"861",258,64733,124446,179," 53.1","46.9",2013,NA
"862",259,64733,124453,171," 52.6","47.4",2013,NA
"863",260,64733,124529,113," 39.8","60.2",2013,NA
"864",2611,64733,125971,137," 56.9","43.1",2013,NA
"865",2621,64733,1931054,80," 46.2","53.8",2013,"Westside Leadership Magnet    "
"866",2631,64733,1932540,393," 62.3","37.7",2013,"Eagle Rock High               "
"867",2641,64733,1932847,239," 61.9","38.1",2013,"Center for Enriched Studies   "
"868",265,64733,1932896,64," 59.4","40.6",2013,"Arroyo Seco                   "
"869",266,64733,1937085,2,"**",NA,2013,"Ramona Opportunity High       "
"870",267,64733,6016141,60," 48.3","51.7",2013,"Brooklyn Avenue Elementary    "
"871",268,64733,6016349,92," 51.1","48.9",2013,"Caroldale Learning Community  "
"872",269,64733,6016679,1,"**",NA,2013,"Dena (Christopher) Elem.      "
"873",270,64733,6017297,28," 42.9","57.1",2013,"Glen Alta Elementary          "
"874",2711,64733,6017917,52," 34.6","65.4",2013,"Logan Street Elementary       "
"875",2721,64733,6019632,65," 52.3","47.7",2013,"Utah Street Elementary        "
"876",2731,64733,6057921,368," 49.5","50.5",2013,"Carver (G.W) Middle           "
"877",2741,64733,6057939,681," 51.2","48.8",2013,"Nimitz (Chester W.) Middle    "
"878",275,64733,6057947,275," 52.7","47.3",2013,"Columbus Middle               "
"879",276,64733,6057954,552," 58.3","41.7",2013,"Dana (Richard Henry) Midd     "
"880",277,64733,6057962,449," 43.2","56.8",2013,"Drew (Charles) Middle         "
"881",278,64733,6057988,182," 58.2","41.8",2013,"Emerson (Ralph Waldo) Middle  "
"882",279,64733,6057996,491," 53.4","46.6",2013,"Fleming (Alexander) Middl     "
"883",280,64733,6058002,315," 40.3","59.7",2013,"Fulton (Robert) College Prep  "
"884",2811,64733,6058028,245," 36.7","63.3",2013,"Gompers (Samuel) Middle       "
"885",2821,64733,6058036,527," 49.0","51",2013,"Griffith Middle               "
"886",2831,64733,6058044,299," 43.8","56.2",2013,"Harte (Bret) Preparatory Int. "
"887",2841,64733,6058051,522," 43.7","56.3",2013,"Hollenbeck Middle             "
"888",285,64733,6058069,531," 61.4","38.6",2013,"Holmes Middle                 "
"889",286,64733,6058184,432," 49.5","50.5",2013,"Mulholland Middle             "
"890",287,64733,6058192,267," 49.4","50.6",2013,"Nightingale Middle            "
"891",288,64733,6058200,282," 57.4","42.6",2013,"Northridge Middle             "
"892",289,64733,6058218,482," 47.9","52.1",2013,"Pacoima Middle                "
"893",290,64733,6058226,476," 60.9","39.1",2013,"Palms Middle                  "
"894",2911,64733,6058242,561," 67.2","32.8",2013,"Porter (George K.) Middle     "
"895",2921,64733,6058267,696," 71.6","28.4",2013,"Paul Revere Middle            "
"896",2931,64733,6058275,503," 62.4","37.6",2013,"Frost (Robert) Middle         "
"897",2941,64733,6058283,272," 53.3","46.7",2013,"San Fernando Middle           "
"898",295,64733,6058291,581," 47.3","52.7",2013,"Sepulveda Middle              "
"899",296,64733,6058309,787," 46.1","53.9",2013,"South Gate Middle             "
"900",297,64733,6058317,599," 51.6","48.4",2013,"Stevenson Middle              "
"901",298,64733,6058325,390," 47.4","52.6",2013,"Sutter (John A.) Middle       "
"902",299,64733,6058333,415," 51.1","48.9",2013,"Van Nuys Middle               "
"903",300,64733,6061543,860," 68.0","32",2013,"Nobel Middle                  "
"904",3011,64733,6061550,371," 57.1","42.9",2013,"Olive Vista Middle            "
"905",3021,64733,6061568,382," 51.3","48.7",2013,"Woodland Hills Academy        "
"906",3031,64733,6061576,491," 54.4","45.6",2013,"Peary (Robert E.) Middle      "
"907",3041,64733,6061584,601," 61.7","38.3",2013,"De Portola Middle             "
"908",305,64733,6061600,324," 49.7","50.3",2013,"Sun Valley Middle             "
"909",306,64733,6062699,541," 70.1","29.9",2013,"Reed (Walter) Middle          "
"910",307,64733,6066294,218," 50.5","49.5",2013,"Curtiss Middle                "
"911",308,64733,6068431,517," 53.6","46.4",2013,"El Sereno Middle              "
"912",309,64733,6069157,15," 66.7","33.3",2013,"Carlson (Berenece) Home Hospit"
"913",3101,64733,6115794,566," 49.8","50.2",2013,"Los Angeles Academy           "
"914",3111,64733,102764,1,"**",NA,2013,"Johnson Community Day         "
"915",3121,64733,107011,138," 49.3","50.7",2013,"International Studies Learning"
"916",3131,64733,112060,82," 78.0","22",2013,"Hesby Oaks                    "
"917",3141,64733,121095,62," 50.0","50",2013,NA
"918",3151,64733,114199,419," 48.7","51.3",2013,"John H. Liechty Middle        "
"919",3161,64733,122390,176," 46.0","54",2013,NA
"920",3171,64733,122408,178," 46.6","53.4",2013,NA
"921",318,64733,126581,183," 51.4","48.6",2013,NA
"922",319,64733,126599,101," 49.5","50.5",2013,NA
"923",320,64733,126607,105," 71.4","28.6",2013,NA
"924",3211,64733,1930619,1,"**",NA,2013,"McAlister (Harold) High       "
"925",3221,64733,1931658,10,"**",NA,2013,"Lanterman (Frank D.)          "
"926",3231,64733,1931716,56," 50.0","50",2013,"Valley Alternative Magnet     "
"927",324,64733,1996073,2,"**",NA,2013,"Tri-C Community Day           "
"928",325,64733,1996115,53," 41.5","58.5",2013,"City of Angels (Ind. Study)   "
"929",326,64733,1996651,22," 36.4","63.6",2013,"CDS Secondary                 "
"930",327,64733,6017818,52," 65.4","34.6",2013,"Laurel Elementary             "
"931",328,64733,6018865,17," 47.1","52.9",2013,"Lull (Fred E.) Special Ed. Cen"
"932",329,64733,6057855,326," 48.2","51.8",2013,"Adams (John) Middle           "
"933",330,64733,6057871,315," 54.0","46",2013,"Bancroft (H.H.) Middle        "
"934",3311,64733,6057889,609," 44.2","55.8",2013,"Belvedere Middle              "
"935",3321,64733,6057897,427," 54.6","45.4",2013,"Burbank (Luther) Middle       "
"936",3331,64733,6057905,526," 47.1","52.9",2013,"Byrd (Richard E.) Middle      "
"937",3341,64733,6057913,298," 51.3","48.7",2013,"Carnegie (Andrew) Middle      "
"938",335,64733,6058077,229," 53.7","46.3",2013,"Irving (Washington) Middl     "
"939",336,64733,6058085,618," 58.6","41.4",2013,"King Middle                   "
"940",337,64733,6058093,476," 62.4","37.6",2013,"Lawrence (Ernest) Middle      "
"941",338,64733,6058101,288," 46.2","53.8",2013,"Maclay (Charles) Middle       "
"942",339,64733,6058119,159," 44.7","55.3",2013,"Mann (Horace) Junior High     "
"943",340,64733,6058127,220," 55.0","45",2013,"Marina del Rey Middle         "
"944",3411,64733,6058135,231," 54.5","45.5",2013,"Mark Twain Middle             "
"945",3421,64733,6058143,609," 43.3","56.7",2013,"Bethune Middle                "
"946",3431,64733,6058150,702," 66.4","33.6",2013,"Millikan Middle               "
"947",344,64733,6058168,342," 55.3","44.7",2013,"Mt. Gleason Middle            "
"948",345,64733,6058176,362," 46.1","53.9",2013,"Muir (John) Middle            "
"949",346,64733,6107064,227," 45.8","54.2",2013,"Pio Pico Elementary           "
"950",347,64733,6118186,218," 48.2","51.8",2013,"Ellen Ochoa Learning Center   "
"951",348,64733,101329,3,"**",NA,2013,"Cooper Community Day          "
"952",349,64733,106971,501," 48.9","51.1",2013,"Vista Middle                  "
"953",350,64733,106989,389," 53.7","46.3",2013,"Southeast Middle              "
"954",3511,64733,109322,1,"**",NA,2013,"Pacific Boulevard             "
"955",3521,64733,117044,408," 51.5","48.5",2013,NA
"956",3531,64733,119685,92," 57.6","42.4",2013,NA
"957",354,64733,119693,64," 50.0","50",2013,NA
"958",355,64733,119701,172," 54.7","45.3",2013,NA
"959",356,64733,119735,301," 45.5","54.5",2013,NA
"960",357,64733,126458,202," 52.5","47.5",2013,NA
"961",358,64733,126466,211," 54.5","45.5",2013,NA
"962",359,64733,128355,25," 52.0","48",2013,NA
"963",360,64733,1930064,6,"**",NA,2013,"Aggeler (William Tell) Op     "
"964",3611,64733,1933233,222," 65.8","34.2",2013,"Sherman Oaks Ctr.             "
"965",3621,64733,6016885,142," 54.2","45.8",2013,"Elizabeth Learn Ctr           "
"966",3631,64733,6019475,122," 54.1","45.9",2013,"Thirty-Second St. Perf. Arts  "
"967",3641,64733,6058341,345," 49.6","50.4",2013,"Virgil Middle                 "
"968",365,64733,6058358,178," 52.2","47.8",2013,"Webster (Daniel) Middle       "
"969",366,64733,6058366,567," 54.7","45.3",2013,"White (Stephen) Middle        "
"970",367,64733,6058374,479," 47.8","52.2",2013,"Wilmington Middle             "
"971",368,64733,6058382,183," 61.7","38.3",2013,"Wright (Orville) Middle       "
"972",369,64733,6060461,4,"**",NA,2013,"Lowman (Charles Leroy) Special"
"973",370,64733,6060495,10,"**",NA,2013,"Banneker (Benjamin) Special Ed"
"974",3711,64733,6060503,15," 46.7","53.3",2013,"Willenberg (Ernest P.) Special"
"975",3721,64733,6060511,8,"**",NA,2013,"McBride (James J.) Special Ed."
"976",3731,64733,6060529,14," 71.4","28.6",2013,"Marlton                       "
"977",3741,64733,6060545,8,"**",NA,2013,"Perez (Alphonso B.) Special Ed"
"978",375,64733,6060586,16," 68.8","31.2",2013,"Salvin (Sophia T.) Special Ed."
"979",376,64733,6061394,239," 49.4","50.6",2013,"Audubon Middle                "
"980",377,64733,6061402,360," 49.7","50.3",2013,"Berendo Middle                "
"981",378,64733,6061410,624," 57.4","42.6",2013,"Burroughs (John) Middle       "
"982",379,64733,6061436,607," 59.8","40.2",2013,"Dodson (R.S.) Middle          "
"983",380,64733,6061444,606," 47.2","52.8",2013,"Edison (Thomas A.) Middle     "
"984",3811,64733,6061451,332," 54.5","45.5",2013,"Foshay Lrng. Ctr              "
"985",3821,64733,6061469,663," 48.1","51.9",2013,"Gage (Henry T.) Middle        "
"986",3831,64733,6061477,603," 77.6","22.4",2013,"Hale (George Ellery) Midd     "
"987",3841,64733,6061485,327," 50.8","49.2",2013,"Henry (Patrick) Middle        "
"988",385,64733,6061501,347," 50.7","49.3",2013,"Le Conte (Joseph) Middle      "
"989",386,64733,6061519,528," 42.8","57.2",2013,"Madison (James) Middle        "
"990",387,64733,6061527,403," 51.1","48.9",2013,"Markham (Edwin) Middle        "
"991",388,64733,6061535,292," 44.5","55.5",2013,"Johnnie Cochran, Jr., Middle  "
