"","X.1","X","DIST","SCHL","Gr07_Stu","Gr7PctIn","Gr7PctNotIn","Year","schoolname","nstores","localdistrict","ffprox"
"855",855,2521,64733,6068431,530," 40.9","59.1",2012,"El Sereno Middle              ",3,2,1
"856",856,2531,64733,6069157,17," 52.9","47.1",2012,"Carlson (Berenece) Home Hospit",NA,NA,NA
"857",857,254,64733,6107064,216," 44.4","55.6",2012,"Pio Pico Elementary           ",NA,NA,NA
"858",858,255,64733,1,163," 42.9","57.1",2013,"District Students in NPS      ",NA,NA,NA
"859",859,256,64733,112011,297," 53.9","46.1",2013,"William Jefferson Clinton Midd",NA,NA,NA
"860",860,257,64733,122416,297," 44.8","55.2",2013,NA,NA,NA,NA
"861",861,258,64733,124446,179," 53.1","46.9",2013,NA,NA,NA,NA
"862",862,259,64733,124453,171," 52.6","47.4",2013,NA,NA,NA,NA
"863",863,260,64733,124529,113," 39.8","60.2",2013,NA,NA,NA,NA
"864",864,2611,64733,125971,137," 56.9","43.1",2013,NA,NA,NA,NA
"865",865,2621,64733,1931054,80," 46.2","53.8",2013,"Westside Leadership Magnet    ",NA,NA,NA
"866",866,2631,64733,1932540,393," 62.3","37.7",2013,"Eagle Rock High               ",NA,NA,NA
"867",867,2641,64733,1932847,239," 61.9","38.1",2013,"Center for Enriched Studies   ",NA,NA,NA
"868",868,265,64733,1932896,64," 59.4","40.6",2013,"Arroyo Seco                   ",NA,NA,NA
"869",869,266,64733,1937085,2,"**",NA,2013,"Ramona Opportunity High       ",NA,NA,NA
"870",870,267,64733,6016141,60," 48.3","51.7",2013,"Brooklyn Avenue Elementary    ",NA,NA,NA
"871",871,268,64733,6016349,92," 51.1","48.9",2013,"Caroldale Learning Community  ",NA,NA,NA
"872",872,269,64733,6016679,1,"**",NA,2013,"Dena (Christopher) Elem.      ",NA,NA,NA
"873",873,270,64733,6017297,28," 42.9","57.1",2013,"Glen Alta Elementary          ",NA,NA,NA
"874",874,2711,64733,6017917,52," 34.6","65.4",2013,"Logan Street Elementary       ",NA,NA,NA
"875",875,2721,64733,6019632,65," 52.3","47.7",2013,"Utah Street Elementary        ",NA,NA,NA
"876",876,2731,64733,6057921,368," 49.5","50.5",2013,"Carver (G.W) Middle           ",8,5,1
"877",877,2741,64733,6057939,681," 51.2","48.8",2013,"Nimitz (Chester W.) Middle    ",4,5,1
"878",878,275,64733,6057947,275," 52.7","47.3",2013,"Columbus Middle               ",3,3,1
"879",879,276,64733,6057954,552," 58.3","41.7",2013,"Dana (Richard Henry) Midd     ",4,7,1
"880",880,277,64733,6057962,449," 43.2","56.8",2013,"Drew (Charles) Middle         ",4,7,1
"881",881,278,64733,6057988,182," 58.2","41.8",2013,"Emerson (Ralph Waldo) Middle  ",4,4,1
"882",882,279,64733,6057996,491," 53.4","46.6",2013,"Fleming (Alexander) Middl     ",5,7,1
"883",883,280,64733,6058002,315," 40.3","59.7",2013,"Fulton (Robert) College Prep  ",NA,NA,NA
"884",884,2811,64733,6058028,245," 36.7","63.3",2013,"Gompers (Samuel) Middle       ",5,7,0
"885",885,2821,64733,6058036,527," 49.0","51",2013,"Griffith Middle               ",7,2,1
"886",886,2831,64733,6058044,299," 43.8","56.2",2013,"Harte (Bret) Preparatory Int. ",4,1,1
"887",887,2841,64733,6058051,522," 43.7","56.3",2013,"Hollenbeck Middle             ",NA,NA,NA
"888",888,285,64733,6058069,531," 61.4","38.6",2013,"Holmes Middle                 ",2,3,0
"889",889,286,64733,6058184,432," 49.5","50.5",2013,"Mulholland Middle             ",4,3,1
"890",890,287,64733,6058192,267," 49.4","50.6",2013,"Nightingale Middle            ",1,5,1
"891",891,288,64733,6058200,282," 57.4","42.6",2013,"Northridge Middle             ",3,3,0
"892",892,289,64733,6058218,482," 47.9","52.1",2013,"Pacoima Middle                ",4,6,1
"893",893,290,64733,6058226,476," 60.9","39.1",2013,"Palms Middle                  ",2,1,1
"894",894,2911,64733,6058242,561," 67.2","32.8",2013,"Porter (George K.) Middle     ",2,3,1
"895",895,2921,64733,6058267,696," 71.6","28.4",2013,"Paul Revere Middle            ",0,4,0
"896",896,2931,64733,6058275,503," 62.4","37.6",2013,"Frost (Robert) Middle         ",0,3,0
"897",897,2941,64733,6058283,272," 53.3","46.7",2013,"San Fernando Middle           ",1,6,1
"898",898,295,64733,6058291,581," 47.3","52.7",2013,"Sepulveda Middle              ",4,6,1
"899",899,296,64733,6058309,787," 46.1","53.9",2013,"South Gate Middle             ",2,5,1
"900",900,297,64733,6058317,599," 51.6","48.4",2013,"Stevenson Middle              ",6,2,1
"901",901,298,64733,6058325,390," 47.4","52.6",2013,"Sutter (John A.) Middle       ",4,4,1
"902",902,299,64733,6058333,415," 51.1","48.9",2013,"Van Nuys Middle               ",3,3,1
"903",903,300,64733,6061543,860," 68.0","32",2013,"Nobel Middle                  ",0,1,0
"904",904,3011,64733,6061550,371," 57.1","42.9",2013,"Olive Vista Middle            ",5,6,0
"905",905,3021,64733,6061568,382," 51.3","48.7",2013,"Woodland Hills Academy        ",2,4,1
"906",906,3031,64733,6061576,491," 54.4","45.6",2013,"Peary (Robert E.) Middle      ",2,7,1
"907",907,3041,64733,6061584,601," 61.7","38.3",2013,"De Portola Middle             ",0,4,0
"908",908,305,64733,6061600,324," 49.7","50.3",2013,"Sun Valley Middle             ",5,6,1
"909",909,306,64733,6062699,541," 70.1","29.9",2013,"Reed (Walter) Middle          ",4,3,1
"910",910,307,64733,6066294,218," 50.5","49.5",2013,"Curtiss Middle                ",0,7,0
"911",911,308,64733,6068431,517," 53.6","46.4",2013,"El Sereno Middle              ",3,2,1
"912",912,309,64733,6069157,15," 66.7","33.3",2013,"Carlson (Berenece) Home Hospit",NA,NA,NA
"913",913,3101,64733,6115794,566," 49.8","50.2",2013,"Los Angeles Academy           ",2,7,1
"914",914,3111,64733,102764,1,"**",NA,2013,"Johnson Community Day         ",NA,NA,NA
"915",915,3121,64733,107011,138," 49.3","50.7",2013,"International Studies Learning",NA,NA,NA
"916",916,3131,64733,112060,82," 78.0","22",2013,"Hesby Oaks                    ",NA,NA,NA
"917",917,3141,64733,121095,62," 50.0","50",2013,NA,NA,NA,NA
"918",918,3151,64733,114199,419," 48.7","51.3",2013,"John H. Liechty Middle        ",NA,NA,NA
"919",919,3161,64733,122390,176," 46.0","54",2013,NA,NA,NA,NA
"920",920,3171,64733,122408,178," 46.6","53.4",2013,NA,NA,NA,NA
"921",921,318,64733,126581,183," 51.4","48.6",2013,NA,NA,NA,NA
"922",922,319,64733,126599,101," 49.5","50.5",2013,NA,NA,NA,NA
"923",923,320,64733,126607,105," 71.4","28.6",2013,NA,NA,NA,NA
"924",924,3211,64733,1930619,1,"**",NA,2013,"McAlister (Harold) High       ",NA,NA,NA
"925",925,3221,64733,1931658,10,"**",NA,2013,"Lanterman (Frank D.)          ",NA,NA,NA
"926",926,3231,64733,1931716,56," 50.0","50",2013,"Valley Alternative Magnet     ",NA,NA,NA
"927",927,324,64733,1996073,2,"**",NA,2013,"Tri-C Community Day           ",NA,NA,NA
"928",928,325,64733,1996115,53," 41.5","58.5",2013,"City of Angels (Ind. Study)   ",NA,NA,NA
"929",929,326,64733,1996651,22," 36.4","63.6",2013,"CDS Secondary                 ",NA,NA,NA
"930",930,327,64733,6017818,52," 65.4","34.6",2013,"Laurel Elementary             ",NA,NA,NA
"931",931,328,64733,6018865,17," 47.1","52.9",2013,"Lull (Fred E.) Special Ed. Cen",NA,NA,NA
"932",932,329,64733,6057855,326," 48.2","51.8",2013,"Adams (John) Middle           ",2,2,0
"933",933,330,64733,6057871,315," 54.0","46",2013,"Bancroft (H.H.) Middle        ",3,4,1
"934",934,3311,64733,6057889,609," 44.2","55.8",2013,"Belvedere Middle              ",6,2,1
"935",935,3321,64733,6057897,427," 54.6","45.4",2013,"Burbank (Luther) Middle       ",4,5,0
"936",936,3331,64733,6057905,526," 47.1","52.9",2013,"Byrd (Richard E.) Middle      ",5,6,0
"937",937,3341,64733,6057913,298," 51.3","48.7",2013,"Carnegie (Andrew) Middle      ",6,7,0
"938",938,335,64733,6058077,229," 53.7","46.3",2013,"Irving (Washington) Middl     ",3,5,1
"939",939,336,64733,6058085,618," 58.6","41.4",2013,"King Middle                   ",2,5,0
"940",940,337,64733,6058093,476," 62.4","37.6",2013,"Lawrence (Ernest) Middle      ",4,3,1
"941",941,338,64733,6058101,288," 46.2","53.8",2013,"Maclay (Charles) Middle       ",4,6,1
"942",942,339,64733,6058119,159," 44.7","55.3",2013,"Mann (Horace) Junior High     ",2,1,1
"943",943,340,64733,6058127,220," 55.0","45",2013,"Marina del Rey Middle         ",1,4,0
"944",944,3411,64733,6058135,231," 54.5","45.5",2013,"Mark Twain Middle             ",2,4,0
"945",945,3421,64733,6058143,609," 43.3","56.7",2013,"Bethune Middle                ",8,7,1
"946",946,3431,64733,6058150,702," 66.4","33.6",2013,"Millikan Middle               ",1,3,0
"947",947,344,64733,6058168,342," 55.3","44.7",2013,"Mt. Gleason Middle            ",2,6,0
"948",948,345,64733,6058176,362," 46.1","53.9",2013,"Muir (John) Middle            ",5,1,1
"949",949,346,64733,6107064,227," 45.8","54.2",2013,"Pio Pico Elementary           ",NA,NA,NA
"950",950,347,64733,6118186,218," 48.2","51.8",2013,"Ellen Ochoa Learning Center   ",NA,NA,NA
"951",951,348,64733,101329,3,"**",NA,2013,"Cooper Community Day          ",NA,NA,NA
"952",952,349,64733,106971,501," 48.9","51.1",2013,"Vista Middle                  ",6,6,1
"953",953,350,64733,106989,389," 53.7","46.3",2013,"Southeast Middle              ",6,5,0
"954",954,3511,64733,109322,1,"**",NA,2013,"Pacific Boulevard             ",NA,NA,NA
"955",955,3521,64733,117044,408," 51.5","48.5",2013,NA,NA,NA,NA
"956",956,3531,64733,119685,92," 57.6","42.4",2013,NA,NA,NA,NA
"957",957,354,64733,119693,64," 50.0","50",2013,NA,NA,NA,NA
"958",958,355,64733,119701,172," 54.7","45.3",2013,NA,NA,NA,NA
"959",959,356,64733,119735,301," 45.5","54.5",2013,NA,NA,NA,NA
"960",960,357,64733,126458,202," 52.5","47.5",2013,NA,NA,NA,NA
"961",961,358,64733,126466,211," 54.5","45.5",2013,NA,NA,NA,NA
"962",962,359,64733,128355,25," 52.0","48",2013,NA,NA,NA,NA
"963",963,360,64733,1930064,6,"**",NA,2013,"Aggeler (William Tell) Op     ",NA,NA,NA
"964",964,3611,64733,1933233,222," 65.8","34.2",2013,"Sherman Oaks Ctr.             ",NA,NA,NA
"965",965,3621,64733,6016885,142," 54.2","45.8",2013,"Elizabeth Learn Ctr           ",NA,NA,NA
"966",966,3631,64733,6019475,122," 54.1","45.9",2013,"Thirty-Second St. Perf. Arts  ",NA,NA,NA
"967",967,3641,64733,6058341,345," 49.6","50.4",2013,"Virgil Middle                 ",4,2,1
"968",968,365,64733,6058358,178," 52.2","47.8",2013,"Webster (Daniel) Middle       ",3,4,1
"969",969,366,64733,6058366,567," 54.7","45.3",2013,"White (Stephen) Middle        ",2,7,1
"970",970,367,64733,6058374,479," 47.8","52.2",2013,"Wilmington Middle             ",1,7,1
"971",971,368,64733,6058382,183," 61.7","38.3",2013,"Wright (Orville) Middle       ",1,4,0
"972",972,369,64733,6060461,4,"**",NA,2013,"Lowman (Charles Leroy) Special",NA,NA,NA
"973",973,370,64733,6060495,10,"**",NA,2013,"Banneker (Benjamin) Special Ed",NA,NA,NA
"974",974,3711,64733,6060503,15," 46.7","53.3",2013,"Willenberg (Ernest P.) Special",NA,NA,NA
"975",975,3721,64733,6060511,8,"**",NA,2013,"McBride (James J.) Special Ed.",NA,NA,NA
"976",976,3731,64733,6060529,14," 71.4","28.6",2013,"Marlton                       ",NA,NA,NA
"977",977,3741,64733,6060545,8,"**",NA,2013,"Perez (Alphonso B.) Special Ed",NA,NA,NA
"978",978,375,64733,6060586,16," 68.8","31.2",2013,"Salvin (Sophia T.) Special Ed.",NA,NA,NA
"979",979,376,64733,6061394,239," 49.4","50.6",2013,"Audubon Middle                ",2,1,1
"980",980,377,64733,6061402,360," 49.7","50.3",2013,"Berendo Middle                ",6,2,1
"981",981,378,64733,6061410,624," 57.4","42.6",2013,"Burroughs (John) Middle       ",1,1,0
"982",982,379,64733,6061436,607," 59.8","40.2",2013,"Dodson (R.S.) Middle          ",1,7,1
"983",983,380,64733,6061444,606," 47.2","52.8",2013,"Edison (Thomas A.) Middle     ",3,7,1
"984",984,3811,64733,6061451,332," 54.5","45.5",2013,"Foshay Lrng. Ctr              ",NA,NA,NA
"985",985,3821,64733,6061469,663," 48.1","51.9",2013,"Gage (Henry T.) Middle        ",7,5,1
"986",986,3831,64733,6061477,603," 77.6","22.4",2013,"Hale (George Ellery) Midd     ",1,3,0
"987",987,3841,64733,6061485,327," 50.8","49.2",2013,"Henry (Patrick) Middle        ",2,3,0
"988",988,385,64733,6061501,347," 50.7","49.3",2013,"Le Conte (Joseph) Middle      ",4,4,1
"989",989,386,64733,6061519,528," 42.8","57.2",2013,"Madison (James) Middle        ",6,3,1
"990",990,387,64733,6061527,403," 51.1","48.9",2013,"Markham (Edwin) Middle        ",2,7,0
"991",991,388,64733,6061535,292," 44.5","55.5",2013,"Johnnie Cochran, Jr., Middle  ",5,1,1
