"","X.1","X","DIST","SCHL","Gr07_Stu","Gr7PctIn","Gr7PctNotIn","Year","schoolname","nstores","localdistrict","ffprox"
"1",1,1,64733,100297,50," 52.0"," 48.0",2006,"Cornerstone Prep              ",NA,NA,NA
"2",2,2,64733,100776,21," 66.7"," 33.3",2006,"North Valley Charter          ",NA,NA,NA
"3",3,3,64733,100867,55," 63.6"," 36.4",2006,"KIPP LA College Preparatory   ",NA,NA,NA
"4",4,4,64733,101311,3,"*","*",2006,"Jessie Owens Community Day    ",NA,NA,NA
"5",5,5,64733,101329,2,"*","*",2006,"Cooper Community Day          ",NA,NA,NA
"6",6,6,64733,101634,68," 63.2"," 36.8",2006,"CHIME Middle Charter          ",5,0,NA
"7",7,7,64733,102137,3,"*","*",2006,"Aggeler Community Day         ",NA,NA,NA
"8",8,8,64733,102335,17," 76.5"," 23.5",2006,"Ocean Charter School          ",NA,NA,NA
"9",9,9,64733,106971,665," 58.5"," 41.5",2006,"Vista Middle                  ",6,6,1
"10",10,10,64733,106989,440," 55.0"," 45.0",2006,"Southeast Middle              ",6,5,0
"11",11,11,64733,107011,107," 47.7"," 52.3",2006,"International Studies Learning",NA,NA,NA
"12",12,12,64733,109884,46," 67.4"," 32.6",2006,"James Jordan Middle           ",2,3,0
"13",13,13,64733,1931054,94," 55.3"," 44.7",2006,"Westside Leadership Magnet    ",NA,NA,NA
"14",14,14,64733,1931070,62," 71.0"," 29.0",2006,"Mid City Magnet               ",NA,NA,NA
"15",15,15,64733,1931633,2,"*","*",2006,"Leichman (Diane S.) Spe. Ed.  ",NA,NA,NA
"16",16,16,64733,1931658,17," 58.8"," 41.2",2006,"Lanterman (Frank D.)          ",NA,NA,NA
"17",17,17,64733,1931716,59," 54.2"," 45.8",2006,"Valley Alternative Magnet     ",NA,NA,NA
"18",18,18,64733,1932391,1,"*","*",2006,"West Hollywood Oppor.         ",NA,NA,NA
"19",19,19,64733,1932540,221," 69.2"," 30.8",2006,"Eagle Rock High               ",NA,NA,NA
"20",20,20,64733,1932847,235," 76.6"," 23.4",2006,"Center for Enriched Studies   ",NA,NA,NA
"21",21,21,64733,1932896,66," 60.6"," 39.4",2006,"Arroyo Seco                   ",NA,NA,NA
"22",22,22,64733,1933233,209," 75.1"," 24.9",2006,"Sherman Oaks Ctr.             ",NA,NA,NA
"23",23,23,64733,1939784,11," 63.6"," 36.4",2006,"Widney (Joseph Pomeroy) High  ",NA,NA,NA
"24",24,24,64733,1996073,10,"*","*",2006,"Tri-C Community Day           ",NA,NA,NA
"25",25,25,64733,1996115,73," 58.9"," 41.1",2006,"City of Angels (Ind. Study)   ",NA,NA,NA
"26",26,26,64733,1996610,67," 46.3"," 53.7",2006,"Los Angeles Leadership        ",NA,NA,NA
"27",27,27,64733,1996636,41," 61.0"," 39.0",2006,"Community Harvest Charter     ",NA,NA,NA
"28",28,28,64733,1996651,2,"*","*",2006,"CDS Secondary                 ",NA,NA,NA
"29",29,29,64733,6016349,94," 53.2"," 46.8",2006,"Caroldale Learning Community  ",NA,NA,NA
"30",30,30,64733,6016885,452," 62.4"," 37.6",2006,"Elizabeth Learn Ctr           ",NA,NA,NA
"31",31,31,64733,6017487,108," 51.9"," 48.1",2006,"Harrison Street Elementary    ",NA,NA,NA
"32",32,32,64733,6018865,17," 64.7"," 35.3",2006,"Lull (Fred E.) Special Ed. Cen",NA,NA,NA
"33",33,33,64733,6019475,122," 66.4"," 33.6",2006,"Thirty-Second St. Perf. Arts  ",NA,NA,NA
"34",34,34,64733,6019715,124," 59.7"," 40.3",2006,NA,NA,NA,NA
"35",35,35,64733,6057855,683," 59.3"," 40.7",2006,"Adams (John) Middle           ",2,2,0
"36",36,36,64733,6057871,502," 62.7"," 37.3",2006,"Bancroft (H.H.) Middle        ",3,4,1
"37",37,37,64733,6057889,829," 56.8"," 43.2",2006,"Belvedere Middle              ",6,2,1
"38",38,38,64733,6057897,612," 61.8"," 38.2",2006,"Burbank (Luther) Middle       ",4,5,0
"39",39,39,64733,6057905,580," 57.1"," 42.9",2006,"Byrd (Richard E.) Middle      ",5,6,0
"40",40,40,64733,6057913,545," 56.9"," 43.1",2006,"Carnegie (Andrew) Middle      ",6,7,0
"41",41,41,64733,6057921,873," 52.8"," 47.2",2006,"Carver (G.W) Middle           ",8,5,1
"42",42,42,64733,6057939,1104," 61.3"," 38.7",2006,"Nimitz (Chester W.) Middle    ",4,5,1
"43",43,43,64733,6057947,426," 61.0"," 39.0",2006,"Columbus Middle               ",3,3,1
"44",44,44,64733,6057954,572," 59.4"," 40.6",2006,"Dana (Richard Henry) Midd     ",4,7,1
"45",45,45,64733,6057962,717," 51.9"," 48.1",2006,"Drew (Charles) Middle         ",4,7,1
"46",46,46,64733,6057988,452," 63.9"," 36.1",2006,"Emerson (Ralph Waldo) Middle  ",4,4,1
"47",47,47,64733,6057996,594," 70.5"," 29.5",2006,"Fleming (Alexander) Middl     ",5,7,1
"48",48,48,64733,6058002,424," 62.3"," 37.7",2006,"Fulton (Robert) College Prep  ",NA,NA,NA
"49",49,49,64733,6058028,637," 58.6"," 41.4",2006,"Gompers (Samuel) Middle       ",5,7,0
"50",50,50,64733,6058036,664," 53.5"," 46.5",2006,"Griffith Middle               ",7,2,1
"51",51,51,64733,6058044,553," 62.0"," 38.0",2006,"Harte (Bret) Preparatory Int. ",4,1,1
"52",52,52,64733,6058051,836," 46.4"," 53.6",2006,"Hollenbeck Middle             ",NA,NA,NA
"53",53,53,64733,6058069,477," 64.2"," 35.8",2006,"Holmes Middle                 ",2,3,0
"54",54,54,64733,6058077,530," 60.2"," 39.8",2006,"Irving (Washington) Middl     ",3,5,1
"55",55,55,64733,6058085,948," 66.4"," 33.6",2006,"King Middle                   ",2,5,0
"56",56,56,64733,6058093,662," 69.9"," 30.1",2006,"Lawrence (Ernest) Middle      ",4,3,1
"57",57,57,64733,6058101,370," 53.0"," 47.0",2006,"Maclay (Charles) Middle       ",4,6,1
"58",58,58,64733,6058119,448," 55.8"," 44.2",2006,"Mann (Horace) Junior High     ",2,1,1
"59",59,59,64733,6058127,326," 56.7"," 43.3",2006,"Marina del Rey Middle         ",1,4,0
"60",60,60,64733,6058135,375," 60.3"," 39.7",2006,"Mark Twain Middle             ",2,4,0
"61",61,61,64733,6058143,778," 49.4"," 50.6",2006,"Bethune Middle                ",8,7,1
"62",62,62,64733,6058150,659," 79.4"," 20.6",2006,"Millikan Middle               ",1,3,0
"63",63,63,64733,6058168,554," 69.0"," 31.0",2006,"Mt. Gleason Middle            ",2,6,0
"64",64,64,64733,6058176,726," 59.8"," 40.2",2006,"Muir (John) Middle            ",5,1,1
"65",65,65,64733,6058184,583," 62.8"," 37.2",2006,"Mulholland Middle             ",4,3,1
"66",66,66,64733,6058192,637," 62.5"," 37.5",2006,"Nightingale Middle            ",1,5,1
"67",67,67,64733,6058200,392," 59.9"," 40.1",2006,"Northridge Middle             ",3,3,0
"68",68,68,64733,6058218,710," 60.7"," 39.3",2006,"Pacoima Middle                ",4,6,1
"69",69,69,64733,6058226,620," 75.0"," 25.0",2006,"Palms Middle                  ",2,1,1
"70",70,70,64733,6058242,561," 64.2"," 35.8",2006,"Porter (George K.) Middle     ",2,3,1
"71",71,71,64733,6058267,639," 77.5"," 22.5",2006,"Paul Revere Middle            ",0,4,0
"72",72,72,64733,6058275,545," 69.5"," 30.5",2006,"Frost (Robert) Middle         ",0,3,0
"73",73,73,64733,6058283,633," 58.1"," 41.9",2006,"San Fernando Middle           ",1,6,1
"74",74,74,64733,6058291,662," 59.5"," 40.5",2006,"Sepulveda Middle              ",4,6,1
"75",75,75,64733,6058309,994," 60.0"," 40.0",2006,"South Gate Middle             ",2,5,1
"76",76,76,64733,6058317,875," 50.1"," 49.9",2006,"Stevenson Middle              ",6,2,1
"77",77,77,64733,6058325,492," 62.0"," 38.0",2006,"Sutter (John A.) Middle       ",4,4,1
"78",78,78,64733,6058333,467," 61.0"," 39.0",2006,"Van Nuys Middle               ",3,3,1
"79",79,79,64733,6058341,883," 55.0"," 45.0",2006,"Virgil Middle                 ",4,2,1
"80",80,80,64733,6058358,428," 30.4"," 69.6",2006,"Webster (Daniel) Middle       ",3,4,1
"81",81,81,64733,6058366,645," 66.7"," 33.3",2006,"White (Stephen) Middle        ",2,7,1
"82",82,82,64733,6058374,666," 57.1"," 42.9",2006,"Wilmington Middle             ",1,7,1
"83",83,83,64733,6058382,369," 62.6"," 37.4",2006,"Wright (Orville) Middle       ",1,4,0
"84",84,84,64733,6060495,9,"*","*",2006,"Banneker (Benjamin) Special Ed",NA,NA,NA
"85",85,85,64733,6060503,10,"*","*",2006,"Willenberg (Ernest P.) Special",NA,NA,NA
"86",86,86,64733,6060511,6,"*","*",2006,"McBride (James J.) Special Ed.",NA,NA,NA
"87",87,87,64733,6060529,46," 54.3"," 45.7",2006,"Marlton                       ",NA,NA,NA
"88",88,88,64733,6060545,1,"*","*",2006,"Perez (Alphonso B.) Special Ed",NA,NA,NA
"89",89,89,64733,6061394,516," 61.0"," 39.0",2006,"Audubon Middle                ",2,1,1
"90",90,90,64733,6061402,1065," 58.1"," 41.9",2006,"Berendo Middle                ",6,2,1
"91",91,91,64733,6061410,700," 64.3"," 35.7",2006,"Burroughs (John) Middle       ",1,1,0
"92",92,92,64733,6061428,509," 60.5"," 39.5",2006,"Clay (Henry) Middle           ",1,7,1
"93",93,93,64733,6061436,619," 67.9"," 32.1",2006,"Dodson (R.S.) Middle          ",1,7,1
"94",94,94,64733,6061444,746," 50.0"," 50.0",2006,"Edison (Thomas A.) Middle     ",3,7,1
"95",95,95,64733,6061451,648," 50.3"," 49.7",2006,"Foshay Lrng. Ctr              ",NA,NA,NA
"96",96,96,64733,6061469,1166," 48.5"," 51.5",2006,"Gage (Henry T.) Middle        ",7,5,1
"97",97,97,64733,6061477,716," 78.5"," 21.5",2006,"Hale (George Ellery) Midd     ",1,3,0
"98",98,98,64733,6061485,494," 64.8"," 35.2",2006,"Henry (Patrick) Middle        ",2,3,0
"99",99,99,64733,6061501,683," 60.6"," 39.4",2006,"Le Conte (Joseph) Middle      ",4,4,1
"100",100,100,64733,6061519,768," 61.5"," 38.5",2006,"Madison (James) Middle        ",6,3,1
"101",101,101,64733,6061527,504," 61.3"," 38.7",2006,"Markham (Edwin) Middle        ",2,7,0
"102",102,102,64733,6061535,460," 52.0"," 48.0",2006,"Johnnie Cochran, Jr., Middle  ",5,1,1
"103",103,103,64733,6061543,768," 76.8"," 23.2",2006,"Nobel Middle                  ",0,1,0
"104",104,104,64733,6061550,582," 65.5"," 34.5",2006,"Olive Vista Middle            ",5,6,0
"105",105,105,64733,6061568,338," 67.5"," 32.5",2006,"Woodland Hills Academy        ",2,4,1
"106",106,106,64733,6061576,770," 59.5"," 40.5",2006,"Peary (Robert E.) Middle      ",2,7,1
"107",107,107,64733,6061584,672," 68.0"," 32.0",2006,"De Portola Middle             ",0,4,0
"108",108,108,64733,6061600,847," 51.2"," 48.8",2006,"Sun Valley Middle             ",5,6,1
"109",109,109,64733,6062699,618," 68.8"," 31.2",2006,"Reed (Walter) Middle          ",4,3,1
"110",110,110,64733,6066294,430," 55.6"," 44.4",2006,"Curtiss Middle                ",0,7,0
"111",111,111,64733,6068431,762," 50.5"," 49.5",2006,"El Sereno Middle              ",3,2,1
"112",112,112,64733,6069157,19," 63.2"," 36.8",2006,"Carlson (Berenece) Home Hospit",NA,NA,NA
"113",113,113,64733,6107064,362," 58.0"," 42.0",2006,"Pio Pico Elementary           ",NA,NA,NA
"114",114,114,64733,6112536,91," 41.8"," 58.2",2006,"Accelerated (K-4) Charter     ",NA,NA,NA
"115",115,115,64733,6115794,889," 58.3"," 41.7",2006,"Los Angeles Academy           ",2,7,1
"116",116,116,64733,6118186,247," 51.8"," 48.2",2006,"Ellen Ochoa Learning Center   ",NA,NA,NA
"117",117,117,64733,6119895,12," 83.3"," 16.7",2006,NA,NA,NA,NA
"118",118,118,64733,6117048,80,"  0.0","100.0",2006,NA,NA,NA,NA
"119",119,119,64733,6116750,47," 53.2"," 46.8",2006,NA,NA,NA,NA
"120",120,120,64733,6117667,111," 69.4"," 30.6",2006,NA,NA,NA,NA
"121",121,121,64733,6118194,92," 57.6"," 42.4",2006,NA,NA,NA,NA
"122",122,122,64733,6119945,95," 56.8"," 43.2",2006,NA,NA,NA,NA
"123",123,123,64733,102756,74," 51.4"," 48.6",2006,NA,NA,NA,NA
"124",124,124,64733,101444,61," 68.9"," 31.1",2006,NA,NA,NA,NA
"125",125,125,64733,100669,45," 68.9"," 31.1",2006,NA,NA,NA,NA
"126",126,126,64733,101683,65," 81.5"," 18.5",2006,NA,NA,NA,NA
"127",127,127,64733,102541,71," 69.0"," 31.0",2006,NA,NA,NA,NA
"128",128,128,64733,109553,118," 74.6"," 25.4",2006,NA,NA,NA,NA
"129",129,129,64733,106351,47," 83.0"," 17.0",2006,NA,NA,NA,NA
"130",130,210,64733,100297,74," 62.2"," 37.8",2007,"Cornerstone Prep              ",NA,NA,NA
"131",131,310,64733,100776,34," 61.8"," 38.2",2007,"North Valley Charter          ",NA,NA,NA
"132",132,410,64733,100867,54," 64.8"," 35.2",2007,"KIPP LA College Preparatory   ",NA,NA,NA
"133",133,510,64733,101311,7,"*","*",2007,"Jessie Owens Community Day    ",NA,NA,NA
"134",134,610,64733,101329,6,"*","*",2007,"Cooper Community Day          ",NA,NA,NA
"135",135,710,64733,101634,73," 71.2"," 28.8",2007,"CHIME Middle Charter          ",5,0,NA
"136",136,810,64733,102137,4,"*","*",2007,"Aggeler Community Day         ",NA,NA,NA
"137",137,910,64733,102335,24," 95.8","  4.2",2007,"Ocean Charter School          ",NA,NA,NA
"138",138,1110,64733,106971,673," 59.1"," 40.9",2007,"Vista Middle                  ",6,6,1
"139",139,1210,64733,106989,446," 54.3"," 45.7",2007,"Southeast Middle              ",6,5,0
"140",140,139,64733,107011,112," 61.6"," 38.4",2007,"International Studies Learning",NA,NA,NA
"141",141,161,64733,109884,45," 68.9"," 31.1",2007,"James Jordan Middle           ",2,3,0
"142",142,201,64733,1931054,111," 64.0"," 36.0",2007,"Westside Leadership Magnet    ",NA,NA,NA
"143",143,211,64733,1931070,62," 74.2"," 25.8",2007,"Mid City Magnet               ",NA,NA,NA
"144",144,221,64733,1931658,7,"*","*",2007,"Lanterman (Frank D.)          ",NA,NA,NA
"145",145,231,64733,1931716,59," 66.1"," 33.9",2007,"Valley Alternative Magnet     ",NA,NA,NA
"146",146,241,64733,1932540,342," 63.2"," 36.8",2007,"Eagle Rock High               ",NA,NA,NA
"147",147,251,64733,1932847,229," 79.5"," 20.5",2007,"Center for Enriched Studies   ",NA,NA,NA
"148",148,261,64733,1932896,65," 55.4"," 44.6",2007,"Arroyo Seco                   ",NA,NA,NA
"149",149,271,64733,1933233,203," 79.3"," 20.7",2007,"Sherman Oaks Ctr.             ",NA,NA,NA
"150",150,281,64733,1939784,22," 54.5"," 45.5",2007,"Widney (Joseph Pomeroy) High  ",NA,NA,NA
"151",151,291,64733,1996073,22," 68.2"," 31.8",2007,"Tri-C Community Day           ",NA,NA,NA
"152",152,301,64733,1996115,75," 65.3"," 34.7",2007,"City of Angels (Ind. Study)   ",NA,NA,NA
"153",153,311,64733,1996610,62," 53.2"," 46.8",2007,"Los Angeles Leadership        ",NA,NA,NA
"154",154,321,64733,1996636,43," 53.5"," 46.5",2007,"Community Harvest Charter     ",NA,NA,NA
"155",155,331,64733,1996651,16," 43.8"," 56.3",2007,"CDS Secondary                 ",NA,NA,NA
"156",156,341,64733,6016349,101," 59.4"," 40.6",2007,"Caroldale Learning Community  ",NA,NA,NA
"157",157,351,64733,6016885,467," 58.0"," 42.0",2007,"Elizabeth Learn Ctr           ",NA,NA,NA
"158",158,361,64733,6017487,81," 49.4"," 50.6",2007,"Harrison Street Elementary    ",NA,NA,NA
"159",159,371,64733,6018865,26," 30.8"," 69.2",2007,"Lull (Fred E.) Special Ed. Cen",NA,NA,NA
"160",160,381,64733,6019475,120," 58.3"," 41.7",2007,"Thirty-Second St. Perf. Arts  ",NA,NA,NA
"161",161,401,64733,6057855,536," 60.1"," 39.9",2007,"Adams (John) Middle           ",2,2,0
"162",162,411,64733,6057871,460," 59.6"," 40.4",2007,"Bancroft (H.H.) Middle        ",3,4,1
"163",163,421,64733,6057889,761," 55.1"," 44.9",2007,"Belvedere Middle              ",6,2,1
"164",164,431,64733,6057897,594," 59.1"," 40.9",2007,"Burbank (Luther) Middle       ",4,5,0
"165",165,441,64733,6057905,586," 54.1"," 45.9",2007,"Byrd (Richard E.) Middle      ",5,6,0
"166",166,451,64733,6057913,565," 56.6"," 43.4",2007,"Carnegie (Andrew) Middle      ",6,7,0
"167",167,461,64733,6057921,619," 46.4"," 53.6",2007,"Carver (G.W) Middle           ",8,5,1
"168",168,471,64733,6057939,989," 58.3"," 41.7",2007,"Nimitz (Chester W.) Middle    ",4,5,1
"169",169,481,64733,6057947,419," 61.6"," 38.4",2007,"Columbus Middle               ",3,3,1
"170",170,491,64733,6057954,601," 65.4"," 34.6",2007,"Dana (Richard Henry) Midd     ",4,7,1
"171",171,501,64733,6057962,726," 51.4"," 48.6",2007,"Drew (Charles) Middle         ",4,7,1
"172",172,511,64733,6057988,461," 67.0"," 33.0",2007,"Emerson (Ralph Waldo) Middle  ",4,4,1
"173",173,521,64733,6057996,682," 62.2"," 37.8",2007,"Fleming (Alexander) Middl     ",5,7,1
"174",174,531,64733,6058002,524," 55.0"," 45.0",2007,"Fulton (Robert) College Prep  ",NA,NA,NA
"175",175,541,64733,6058028,512," 56.4"," 43.6",2007,"Gompers (Samuel) Middle       ",5,7,0
"176",176,551,64733,6058036,641," 52.6"," 47.4",2007,"Griffith Middle               ",7,2,1
"177",177,561,64733,6058044,466," 63.9"," 36.1",2007,"Harte (Bret) Preparatory Int. ",4,1,1
"178",178,571,64733,6058051,817," 49.6"," 50.4",2007,"Hollenbeck Middle             ",NA,NA,NA
"179",179,581,64733,6058069,486," 64.0"," 36.0",2007,"Holmes Middle                 ",2,3,0
"180",180,591,64733,6058077,515," 57.3"," 42.7",2007,"Irving (Washington) Middl     ",3,5,1
"181",181,601,64733,6058085,916," 63.2"," 36.8",2007,"King Middle                   ",2,5,0
"182",182,611,64733,6058093,629," 65.2"," 34.8",2007,"Lawrence (Ernest) Middle      ",4,3,1
"183",183,621,64733,6058101,373," 53.9"," 46.1",2007,"Maclay (Charles) Middle       ",4,6,1
"184",184,631,64733,6058119,408," 60.0"," 40.0",2007,"Mann (Horace) Junior High     ",2,1,1
"185",185,641,64733,6058127,421," 61.8"," 38.2",2007,"Marina del Rey Middle         ",1,4,0
"186",186,651,64733,6058135,355," 58.6"," 41.4",2007,"Mark Twain Middle             ",2,4,0
"187",187,661,64733,6058143,825," 51.5"," 48.5",2007,"Bethune Middle                ",8,7,1
"188",188,671,64733,6058150,631," 79.7"," 20.3",2007,"Millikan Middle               ",1,3,0
"189",189,681,64733,6058168,517," 62.5"," 37.5",2007,"Mt. Gleason Middle            ",2,6,0
"190",190,691,64733,6058176,764," 60.3"," 39.7",2007,"Muir (John) Middle            ",5,1,1
"191",191,701,64733,6058184,600," 53.7"," 46.3",2007,"Mulholland Middle             ",4,3,1
"192",192,711,64733,6058192,677," 64.0"," 36.0",2007,"Nightingale Middle            ",1,5,1
"193",193,721,64733,6058200,353," 60.1"," 39.9",2007,"Northridge Middle             ",3,3,0
"194",194,731,64733,6058218,720," 63.7"," 36.2",2007,"Pacoima Middle                ",4,6,1
"195",195,741,64733,6058226,636," 72.8"," 27.2",2007,"Palms Middle                  ",2,1,1
"196",196,751,64733,6058242,578," 66.6"," 33.4",2007,"Porter (George K.) Middle     ",2,3,1
"197",197,761,64733,6058267,655," 82.7"," 17.3",2007,"Paul Revere Middle            ",0,4,0
"198",198,771,64733,6058275,618," 70.2"," 29.8",2007,"Frost (Robert) Middle         ",0,3,0
"199",199,781,64733,6058283,599," 56.3"," 43.7",2007,"San Fernando Middle           ",1,6,1
"200",200,791,64733,6058291,683," 60.2"," 39.8",2007,"Sepulveda Middle              ",4,6,1
"201",201,801,64733,6058309,1027," 62.2"," 37.8",2007,"South Gate Middle             ",2,5,1
"202",202,811,64733,6058317,861," 58.4"," 41.6",2007,"Stevenson Middle              ",6,2,1
"203",203,821,64733,6058325,552," 54.0"," 46.0",2007,"Sutter (John A.) Middle       ",4,4,1
"204",204,831,64733,6058333,530," 61.3"," 38.7",2007,"Van Nuys Middle               ",3,3,1
"205",205,841,64733,6058341,919," 52.7"," 47.3",2007,"Virgil Middle                 ",4,2,1
"206",206,851,64733,6058358,362," 56.4"," 43.6",2007,"Webster (Daniel) Middle       ",3,4,1
"207",207,861,64733,6058366,655," 61.8"," 38.2",2007,"White (Stephen) Middle        ",2,7,1
"208",208,871,64733,6058374,702," 58.4"," 41.6",2007,"Wilmington Middle             ",1,7,1
"209",209,881,64733,6058382,346," 65.9"," 34.1",2007,"Wright (Orville) Middle       ",1,4,0
"210",210,901,64733,6060495,19," 63.2"," 36.8",2007,"Banneker (Benjamin) Special Ed",NA,NA,NA
"211",211,911,64733,6060503,8,"*","*",2007,"Willenberg (Ernest P.) Special",NA,NA,NA
"212",212,921,64733,6060511,7,"*","*",2007,"McBride (James J.) Special Ed.",NA,NA,NA
"213",213,931,64733,6060529,20," 65.0"," 35.0",2007,"Marlton                       ",NA,NA,NA
"214",214,941,64733,6060545,13," 46.2"," 53.8",2007,"Perez (Alphonso B.) Special Ed",NA,NA,NA
"215",215,951,64733,6061394,445," 59.8"," 40.2",2007,"Audubon Middle                ",2,1,1
"216",216,961,64733,6061402,993," 57.9"," 42.1",2007,"Berendo Middle                ",6,2,1
"217",217,971,64733,6061410,765," 71.1"," 28.9",2007,"Burroughs (John) Middle       ",1,1,0
"218",218,981,64733,6061428,531," 58.8"," 41.2",2007,"Clay (Henry) Middle           ",1,7,1
"219",219,991,64733,6061436,629," 63.0"," 37.0",2007,"Dodson (R.S.) Middle          ",1,7,1
"220",220,1001,64733,6061444,723," 56.6"," 43.4",2007,"Edison (Thomas A.) Middle     ",3,7,1
"221",221,1011,64733,6061451,872," 54.1"," 45.9",2007,"Foshay Lrng. Ctr              ",NA,NA,NA
"222",222,1021,64733,6061469,1212," 59.1"," 40.9",2007,"Gage (Henry T.) Middle        ",7,5,1
"223",223,1031,64733,6061477,702," 75.1"," 24.9",2007,"Hale (George Ellery) Midd     ",1,3,0
"224",224,1041,64733,6061485,381," 63.0"," 37.0",2007,"Henry (Patrick) Middle        ",2,3,0
"225",225,1051,64733,6061501,649," 62.7"," 37.3",2007,"Le Conte (Joseph) Middle      ",4,4,1
"226",226,1061,64733,6061519,734," 60.4"," 39.6",2007,"Madison (James) Middle        ",6,3,1
"227",227,1071,64733,6061527,474," 61.6"," 38.4",2007,"Markham (Edwin) Middle        ",2,7,0
"228",228,1081,64733,6061535,561," 56.5"," 43.5",2007,"Johnnie Cochran, Jr., Middle  ",5,1,1
"229",229,1091,64733,6061543,852," 75.8"," 24.2",2007,"Nobel Middle                  ",0,1,0
"230",230,1101,64733,6061550,592," 59.8"," 40.2",2007,"Olive Vista Middle            ",5,6,0
"231",231,1111,64733,6061568,316," 76.9"," 23.1",2007,"Woodland Hills Academy        ",2,4,1
"232",232,1121,64733,6061576,821," 59.2"," 40.8",2007,"Peary (Robert E.) Middle      ",2,7,1
"233",233,1131,64733,6061584,624," 67.9"," 32.1",2007,"De Portola Middle             ",0,4,0
"234",234,1141,64733,6061600,825," 56.8"," 43.2",2007,"Sun Valley Middle             ",5,6,1
"235",235,1151,64733,6062699,644," 65.7"," 34.3",2007,"Reed (Walter) Middle          ",4,3,1
"236",236,1161,64733,6066294,435," 54.5"," 45.5",2007,"Curtiss Middle                ",0,7,0
"237",237,1171,64733,6068431,759," 51.4"," 48.6",2007,"El Sereno Middle              ",3,2,1
"238",238,1181,64733,6069157,25," 60.0"," 40.0",2007,"Carlson (Berenece) Home Hospit",NA,NA,NA
"239",239,1191,64733,6107064,326," 60.7"," 39.3",2007,"Pio Pico Elementary           ",NA,NA,NA
"240",240,1201,64733,6112536,156," 58.3"," 41.7",2007,"Accelerated (K-4) Charter     ",NA,NA,NA
"241",241,1211,64733,6115794,795," 55.5"," 44.5",2007,"Los Angeles Academy           ",2,7,1
"242",242,1221,64733,6118186,258," 59.7"," 40.3",2007,"Ellen Ochoa Learning Center   ",NA,NA,NA
"243",243,1231,64733,6118194,77," 72.7"," 27.3",2007,NA,NA,NA,NA
"244",244,1241,64733,6119895,15," 86.7"," 13.3",2007,NA,NA,NA,NA
"245",245,1261,64733,6019715,130," 49.2"," 50.8",2007,NA,NA,NA,NA
"246",246,1271,64733,6116750,102," 64.7"," 35.3",2007,NA,NA,NA,NA
"247",247,1281,64733,6117667,56," 73.2"," 26.8",2007,NA,NA,NA,NA
"248",248,1291,64733,6119945,95," 63.2"," 36.8",2007,NA,NA,NA,NA
"249",249,132,64733,101444,85," 56.5"," 43.5",2007,NA,NA,NA,NA
"250",250,133,64733,101683,69," 73.9"," 26.1",2007,NA,NA,NA,NA
"251",251,134,64733,102541,102," 50.0"," 50.0",2007,NA,NA,NA,NA
"252",252,135,64733,106351,43," 74.4"," 25.6",2007,NA,NA,NA,NA
"253",253,212,64733,100297,38," 52.6"," 47.4",2008,"Cornerstone Prep              ",NA,NA,NA
"254",254,312,64733,100776,62," 51.6"," 48.4",2008,"North Valley Charter          ",NA,NA,NA
"255",255,412,64733,100867,88," 58.0"," 42.0",2008,"KIPP LA College Preparatory   ",NA,NA,NA
"256",256,512,64733,101311,3,"*","*",2008,"Jessie Owens Community Day    ",NA,NA,NA
"257",257,612,64733,101329,4,"*","*",2008,"Cooper Community Day          ",NA,NA,NA
"258",258,712,64733,101634,75," 70.7"," 29.3",2008,"CHIME Middle Charter          ",5,0,NA
"259",259,812,64733,102335,24," 95.8","  4.2",2008,"Ocean Charter School          ",NA,NA,NA
"260",260,1010,64733,106971,643," 57.4"," 42.6",2008,"Vista Middle                  ",6,6,1
"261",261,1112,64733,106989,429," 54.3"," 45.7",2008,"Southeast Middle              ",6,5,0
"262",262,1212,64733,107011,128," 54.7"," 45.3",2008,"International Studies Learning",NA,NA,NA
"263",263,141,64733,109884,51," 58.8"," 41.2",2008,"James Jordan Middle           ",2,3,0
"264",264,242,64733,1931054,113," 58.4"," 41.6",2008,"Westside Leadership Magnet    ",NA,NA,NA
"265",265,252,64733,1931070,56," 57.1"," 42.9",2008,"Mid City Magnet               ",NA,NA,NA
"266",266,262,64733,1931658,22," 45.5"," 54.5",2008,"Lanterman (Frank D.)          ",NA,NA,NA
"267",267,272,64733,1931716,52," 57.7"," 42.3",2008,"Valley Alternative Magnet     ",NA,NA,NA
"268",268,282,64733,1932540,372," 68.3"," 31.7",2008,"Eagle Rock High               ",NA,NA,NA
"269",269,292,64733,1932847,238," 77.7"," 22.3",2008,"Center for Enriched Studies   ",NA,NA,NA
"270",270,302,64733,1932896,61," 59.0"," 41.0",2008,"Arroyo Seco                   ",NA,NA,NA
"271",271,313,64733,1933233,202," 80.7"," 19.3",2008,"Sherman Oaks Ctr.             ",NA,NA,NA
"272",272,332,64733,1939784,12," 58.3"," 41.7",2008,"Widney (Joseph Pomeroy) High  ",NA,NA,NA
"273",273,342,64733,1996115,66," 57.6"," 42.4",2008,"City of Angels (Ind. Study)   ",NA,NA,NA
"274",274,352,64733,1996610,67," 53.7"," 46.3",2008,"Los Angeles Leadership        ",NA,NA,NA
"275",275,362,64733,1996636,47," 66.0"," 34.0",2008,"Community Harvest Charter     ",NA,NA,NA
"276",276,372,64733,1996651,24," 54.2"," 45.8",2008,"CDS Secondary                 ",NA,NA,NA
